pop,prop,class,label
1081,P4884,Q2334719,RAG
370,P4884,Q2334719,RAG
170,P4884,Q19930933,RAG
262,P4884,Q19692072,RAG
85,P4884,Q2334719,RAG
116,P4884,Q19930933,OPT
1545,P4884,Q19692072,RAG
94,P4884,Q19930933,OPT
105385,P371,Q15416,RAG
8480,P371,Q110288240,RAG
284,P371,Q4504495,RAG
91,P371,Q4504495,RAG
102,P371,Q4504495,RAG
1856,P371,Q4504495,RAG
619,P371,Q5398426,RAG
288,P371,Q4504495,RAG
844,P371,Q27308988,RAG
255,P371,Q4504495,RAG
477,P371,Q15416,RAG
198,P371,Q4504495,RAG
1372,P371,Q15416,RAG
330,P371,Q3464665,RAG
3696,P371,Q110288240,RAG
580,P371,Q15416,RAG
1171,P371,Q5398426,RAG
3044,P371,Q5398426,RAG
206,P371,Q4504495,RAG
384,P371,Q41582469,RAG
415,P371,Q4504495,RAG
108,P371,Q100796287,RAG
1179,P371,Q5398426,RAG
344,P371,Q15416,RAG
281,P371,Q1358344,RAG
971,P371,Q15416,RAG
9783,P371,Q24634210,RAG
270,P371,Q24634210,RAG
2877,P371,Q5398426,RAG
259,P371,Q4504495,RAG
14221,P371,Q24634210,RAG
1029,P371,Q15416,RAG
611,P371,Q5398426,RAG
7388,P371,Q5398426,RAG
2255,P371,Q3464665,RAG
330,P371,Q4504495,RAG
351,P371,Q4504495,RAG
3536,P371,Q110288240,RAG
180,P371,Q15416,RAG
2434,P371,Q5398426,RAG
375,P371,Q4504495,RAG
1218,P371,Q1555508,RAG
29512,P371,Q5398426,OPT
475,P371,Q15416,RAG
4949,P371,Q15416,RAG
1543,P371,Q15416,RAG
569,P371,Q15416,RAG
385,P371,Q5398426,RAG
4638,P371,Q5398426,RAG
380,P371,Q15416,RAG
