pop,prop,class,label
256,P1142,Q1887898,RAG
101,P1142,Q7278,RAG
0,P1142,Q43229,RAG
261,P1142,Q7278,RAG
70,P1142,Q7278,RAG
193,P1142,Q7278,RAG
185,P1142,Q7278,RAG
632,P1142,Q5,RAG
867,P1142,Q7278,RAG
689,P1142,Q7278,RAG
111,P1142,Q5,RAG
74,P1142,Q7278,RAG
241,P1142,Q7278,RAG
569,P277,Q1461523,RAG
96,P277,Q131093,RAG
723,P277,Q341,RAG
581,P277,Q188860,RAG
0,P277,Q166142,RAG
7156,P277,Q341,RAG
948,P277,Q188860,RAG
267,P277,Q75050,RAG
139,P277,Q846636,RAG
1503,P277,Q341,RAG
832,P277,Q341,RAG
22735,P277,Q483639,RAG
923,P277,Q351507,RAG
3618,P277,Q341,RAG
1608,P277,Q167035,RAG
224,P277,Q341,RAG
54,P277,Q341,RAG
183,P277,Q341,RAG
779,P277,Q341,RAG
317,P277,Q188860,RAG
210,P277,Q341,RAG
18211,P277,Q71550,RAG
498,P277,Q20819677,RAG
26071,P277,Q341,RAG
418,P277,Q1130645,RAG
282,P277,Q75050,RAG
204,P277,Q341,RAG
1441,P277,Q341,RAG
456,P277,Q341,RAG
326,P277,Q1371279,RAG
904,P277,Q74086777,RAG
168,P277,Q341,RAG
174,P277,Q1760545,RAG
901,P277,Q341,RAG
1408,P277,Q13741,RAG
416,P277,Q341,RAG
2790,P277,Q7397,RAG
348,P277,Q341,RAG
3209,P277,Q506883,RAG
55,P277,Q341,RAG
148,P277,Q506883,RAG
396,P277,Q341,RAG
6054,P277,Q341,RAG
289,P277,Q341,RAG
142,P277,Q474157,RAG
2090,P277,Q506883,RAG
518,P277,Q341,RAG
623,P277,Q4117406,RAG
250,P277,Q7397,RAG
1308,P277,Q2467310,RAG
8610,P277,Q205961,RAG
2253,P277,Q341,RAG
1076,P277,Q506883,RAG
607,P277,Q21125433,RAG
1422,P277,Q7397,RAG
186,P277,Q474157,RAG
1204,P277,Q341,RAG
52,P277,Q188860,RAG
5223,P277,Q341,RAG
1278,P277,Q830340,RAG
198,P277,Q341,RAG
864,P277,Q341,RAG
24425,P277,Q1130645,RAG
251,P277,Q7397,RAG
1811,P277,Q341,RAG
635,P277,Q783794,RAG
2703,P277,Q341,RAG
406,P277,Q341,RAG
66271,P277,Q166142,RAG
1019,P277,Q176165,RAG
657,P277,Q341,RAG
201,P277,Q166142,RAG
148,P277,Q131093,RAG
381,P277,Q7397,RAG
360,P277,Q166142,RAG
394,P277,Q202871,RAG
2188,P277,Q1130645,RAG
25397,P277,Q1092177,RAG
1841,P277,Q21577192,RAG
172,P277,Q7397,RAG
192,P277,Q28061130,RAG
12884,P277,Q9143,RAG
17660,P277,Q341,RAG
230,P277,Q341,RAG
276,P277,Q341,RAG
785,P277,Q341,RAG
3892,P277,Q176165,RAG
709,P277,Q762268,RAG
732,P277,Q21125433,RAG
7926,P277,Q7397,RAG
303,P277,Q341,RAG
739,P277,Q341,RAG
162,P277,Q7397,RAG
1164,P277,Q341,RAG
1776,P277,Q271680,RAG
88,P277,Q351507,RAG
679,P277,Q2092884,RAG
530,P277,Q176165,RAG
1008,P277,Q1403556,RAG
3370,P277,Q216653,RAG
33546,P277,Q6821765,RAG
1078,P277,Q341,RAG
2619,P277,Q110994345,RAG
490,P277,Q341,RAG
1680,P277,Q216653,RAG
20125,P277,Q7397,RAG
194,P277,Q115249952,RAG
1541,P277,Q188860,RAG
245,P277,Q7397,RAG
67,P277,Q131093,RAG
365,P277,Q188860,RAG
559,P277,Q1130645,RAG
16082,P277,Q341,RAG
349,P277,Q7889,RAG
50638,P277,Q15545584,RAG
91,P277,Q7397,RAG
924,P277,Q21577192,RAG
820,P277,Q166142,RAG
472,P277,Q468495,RAG
74,P277,Q341,RAG
461,P277,Q341,RAG
5924,P277,Q341,RAG
155,P277,Q166142,RAG
1534,P277,Q7397,RAG
264,P277,Q341,RAG
18940,P277,Q1130645,RAG
378,P277,Q1130645,RAG
2762,P277,Q13741,RAG
3075,P277,Q115249952,RAG
36382,P277,Q176165,RAG
542,P277,Q7247856,RAG
3233,P277,Q71550,RAG
614038,P277,Q241317,RAG
155,P277,Q341,RAG
302,P277,Q341,RAG
945,P277,Q341,RAG
147592,P277,Q1130645,RAG
316,P277,Q131212,RAG
2394,P277,Q7397,RAG
140,P277,Q341,RAG
911,P277,Q351507,RAG
134,P277,NULL,RAG
421,P277,Q341,RAG
818,P277,Q271680,RAG
233,P277,Q7397,RAG
317,P277,Q7397,RAG
349,P277,Q167035,RAG
23041,P277,Q19541,RAG
2636,P277,Q5375622,RAG
207,P277,Q341,RAG
2713,P277,Q341,RAG
907,P277,Q7397,RAG
316,P277,Q131093,RAG
3359,P277,Q166142,RAG
345,P277,Q341,RAG
306,P277,Q7397,RAG
432,P277,Q7397,RAG
423,P277,Q54277,RAG
1626,P277,Q131212,RAG
1799,P277,Q1330336,RAG
1107,P277,Q341,RAG
453,P277,Q7397,RAG
453,P277,Q341,RAG
633,P277,Q341,RAG
35,P277,Q188860,RAG
437,P277,Q341,RAG
932,P277,Q341,RAG
571,P277,Q4830453,RAG
311,P277,Q170584,RAG
123,P277,Q7397,RAG
4732,P277,Q341,RAG
3918,P277,Q1551207,RAG
2178,P277,Q29032804,RAG
864,P277,Q11320567,RAG
770,P277,Q341,RAG
665,P277,Q341,RAG
180,P277,Q13741,RAG
505,P277,Q341,RAG
5214,P277,Q341,RAG
2456,P277,Q341,RAG
825,P277,Q2916479,RAG
384,P277,Q474157,RAG
1200,P277,Q989016,RAG
1318,P277,Q7397,RAG
572,P277,Q341,RAG
829,P277,Q337820,RAG
940,P277,Q341,RAG
587,P277,Q341,RAG
17566,P277,Q74086777,RAG
1188,P277,Q341,RAG
481,P277,Q7397,RAG
693,P277,Q341,RAG
479,P277,Q7397,RAG
92,P277,Q3932296,RAG
130,P277,Q341,RAG
167,P277,Q25595203,RAG
840,P277,Q74086777,RAG
238,P277,Q341,RAG
650,P277,Q341,RAG
6528,P277,Q341,RAG
1800,P277,Q7397,RAG
494,P277,Q341,RAG
2742,P277,Q60551191,RAG
148,P277,Q7397,RAG
644,P277,Q9143,RAG
573,P277,Q1810858,RAG
473,P277,Q11288,RAG
471610,P277,Q15545584,RAG
382,P277,Q341,RAG
4723,P277,Q341,RAG
408,P277,Q7397,RAG
2767,P277,Q341,RAG
533,P277,Q4830453,RAG
1209,P277,Q341,RAG
884,P277,Q1330336,RAG
955,P277,Q341,RAG
1345,P277,Q7397,RAG
159,P277,Q341,RAG
175,P277,NULL,RAG
4058,P277,Q506883,RAG
380,P277,Q131093,RAG
427,P277,Q529029,RAG
86,P277,Q7397,RAG
1017,P277,Q2916479,RAG
1730,P277,Q25595203,RAG
3790,P277,Q7397,RAG
1320,P277,Q341,RAG
766,P277,Q341,RAG
465,P277,Q7397,RAG
7978,P277,Q341,RAG
25912,P277,Q7314108,RAG
26197,P277,Q341,RAG
1492,P277,Q188860,RAG
1746,P277,Q16947796,RAG
137,P277,Q3503189,RAG
6942,P277,Q506883,RAG
783,P277,Q7397,RAG
173,P277,Q341,RAG
2098,P277,Q341,RAG
2002,P277,Q341,RAG
82,P277,Q341,RAG
261,P277,Q341,RAG
1888,P277,Q188860,RAG
0,P277,Q341,RAG
3332,P277,Q341,RAG
120,P277,Q188860,RAG
2016,P277,Q216653,RAG
195,P277,Q2462003,RAG
473,P277,Q341,RAG
1158,P277,Q188860,RAG
12698,P277,Q7397,RAG
1706,P277,Q341,RAG
599,P277,Q341,RAG
747,P277,Q19541,RAG
573,P277,Q166142,RAG
69,P277,Q271680,RAG
1319,P277,Q341,RAG
428,P277,Q6686945,RAG
1919,P277,Q341,RAG
1016,P277,Q860676,RAG
61,P277,Q341,RAG
220,P277,Q341,RAG
769,P277,Q341,RAG
15366,P277,Q166142,RAG
314,P277,Q341,RAG
1592,P277,Q1130645,RAG
1805,P277,Q3220391,RAG
1178,P277,Q7889,RAG
0,P277,Q341,RAG
125,P277,Q341,RAG
223,P277,Q131093,RAG
2930,P277,Q845739,RAG
636,P277,Q726761,RAG
1268,P277,Q341,RAG
1109,P277,Q2755432,RAG
75,P277,Q7397,RAG
120,P277,Q341,RAG
3621,P277,Q341,RAG
955,P277,Q7397,RAG
229,P277,Q341,RAG
2514,P277,Q19541,RAG
2416,P277,Q166142,RAG
0,P277,Q341,RAG
1861,P277,Q341,RAG
257,P277,Q341,RAG
898,P277,Q176165,RAG
5980,P277,Q2808660,RAG
549,P277,Q13199995,RAG
280,P277,Q341,RAG
1891,P277,Q20825628,RAG
1414,P277,Q341,RAG
4690,P277,Q341,RAG
2045,P277,Q545406,RAG
1481,P277,Q341,RAG
2292,P277,Q1330336,RAG
1789,P277,Q341,RAG
271,P277,Q71550,RAG
489,P277,Q7397,RAG
98,P277,Q7397,RAG
331,P277,Q9143,RAG
1881,P277,Q506883,RAG
162,P277,Q341,RAG
125,P277,Q188860,RAG
594,P277,Q341,RAG
934,P277,Q341,RAG
0,P277,Q341,RAG
2073,P277,Q6686945,RAG
486,P277,Q167035,RAG
172,P277,Q341,RAG
201,P277,Q341,RAG
6001,P277,Q341,RAG
71,P277,Q7397,RAG
0,P277,Q506883,RAG
145,P277,Q341,RAG
475,P277,Q9135,RAG
145,P277,Q7397,RAG
4102,P277,Q2916479,RAG
181,P277,Q7397,RAG
2028,P277,Q166142,RAG
49,P277,Q341,RAG
2307,P277,Q7397,RAG
222,P277,Q453843,RAG
4221,P277,Q341,RAG
228,P277,Q7397,RAG
11834,P277,Q193564,RAG
595,P277,Q176165,RAG
3950,P277,Q71550,RAG
257,P277,Q7397,RAG
392,P277,Q165194,RAG
182,P277,Q9143,RAG
823,P277,Q506883,RAG
1248,P277,Q341,RAG
291,P277,Q341,RAG
346186,P277,Q5276054,RAG
159,P277,Q188860,RAG
390,P277,Q341,RAG
199,P277,Q74086777,RAG
719,P277,Q13741,RAG
4479,P277,Q341,RAG
685,P277,Q341,RAG
1958,P277,Q341,RAG
3696,P277,Q9143,RAG
1105,P277,Q341,RAG
1035,P277,Q341,RAG
1119,P277,Q1143070,RAG
689,P277,Q1371279,RAG
4355,P277,Q341,RAG
2176,P277,Q4182287,RAG
839,P277,Q341,RAG
1018,P277,Q9143,RAG
1244,P277,Q56273712,RAG
128,P277,Q341,RAG
14085,P277,Q1639024,RAG
7439,P277,Q341,RAG
4488,P277,Q341,RAG
1219,P277,Q341,RAG
761,P277,Q341,RAG
517,P277,Q1165116,RAG
2257,P277,Q341,RAG
398,P277,Q341,RAG
56,P277,Q131093,RAG
1943,P277,Q341,RAG
2252,P277,Q341,RAG
2121,P277,Q341,RAG
0,P277,Q1330336,RAG
1294,P277,Q1130645,RAG
753,P277,Q341,RAG
739,P277,Q7397,RAG
86,P277,Q63067479,RAG
1080,P277,Q7397,RAG
85,P277,Q21127166,RAG
711,P277,Q18287040,RAG
1552,P277,Q341,RAG
6952,P277,Q1130645,RAG
1332,P277,Q1480561,RAG
130,P277,Q188860,RAG
17123,P277,Q341,RAG
240,P277,Q341,RAG
11887,P277,Q241317,RAG
1708,P277,Q341,RAG
352,P277,Q7397,RAG
275,P277,Q7397,RAG
17742,P277,Q71550,RAG
2110,P277,Q20706915,RAG
883,P277,Q522972,RAG
411,P277,Q166142,RAG
542,P277,Q5570938,RAG
144,P277,Q7397,RAG
2665,P277,Q2727468,RAG
1251,P277,Q7397,RAG
139,P277,Q341,RAG
4262,P277,Q1130645,RAG
608,P277,Q1138815,RAG
5106,P277,Q341,RAG
321,P277,Q16947796,RAG
649,P277,Q1037852,RAG
791,P277,Q188860,RAG
3432,P277,Q341,RAG
329,P277,Q341,RAG
249,P277,Q1371279,RAG
39623,P277,Q1153767,RAG
2523,P277,Q506883,RAG
348,P277,Q7397,RAG
108,P277,Q7397,RAG
732,P277,Q341,RAG
7173,P277,Q1461523,RAG
120,P277,NULL,RAG
127,P277,Q341,RAG
39,P277,Q7397,RAG
0,P277,Q341,RAG
1649,P277,Q43229,RAG
8417,P277,Q7397,RAG
242,P277,Q4830453,RAG
903,P277,Q341,RAG
232,P277,Q341,RAG
1270,P277,Q341,RAG
420,P277,Q188951,RAG
38405,P277,Q341,RAG
473,P277,Q506883,RAG
282,P277,Q341,RAG
170,P277,Q165194,RAG
154,P277,Q341,RAG
1174,P277,Q341,RAG
8868,P277,Q2727468,RAG
235,P277,Q341,RAG
542,P277,Q166142,RAG
9328,P277,Q165194,RAG
122,P277,Q341,RAG
65,P277,Q341,RAG
366,P277,Q131093,RAG
239,P277,Q341,RAG
1747,P277,Q341,RAG
4088,P277,Q341,RAG
601,P277,Q341,RAG
1183,P277,Q1130645,RAG
19907,P277,Q341,RAG
659,P277,Q6368,RAG
1737,P277,Q341,RAG
1716,P277,Q351507,RAG
103,P277,Q341,RAG
1592,P277,Q21125433,RAG
187,P277,Q341,RAG
14809,P277,Q9143,RAG
359,P277,Q7397,RAG
363,P277,Q341,RAG
561,P277,Q506883,RAG
596,P277,Q7397,RAG
1082,P277,Q229371,RAG
3387,P277,Q341,RAG
474,P277,Q341,RAG
2285,P277,Q7397,RAG
1874,P277,Q188860,RAG
3424,P277,Q341,RAG
813,P277,Q341,RAG
413,P277,Q341,RAG
215,P277,Q341,RAG
99,P277,Q341,RAG
167,P277,Q341,RAG
0,P277,NULL,RAG
390,P277,Q506883,RAG
2652,P277,Q1461523,RAG
4374,P277,Q21577192,RAG
0,P277,Q7397,RAG
440,P277,Q3307487,RAG
2800,P277,Q110509708,RAG
734,P277,Q1461523,RAG
2573,P277,Q20819677,RAG
419,P277,Q341,RAG
19862,P277,Q341,RAG
786,P277,Q341,RAG
0,P277,Q341,RAG
346,P277,Q7397,RAG
116,P277,Q271680,RAG
0,P277,Q9135,RAG
242,P277,Q341,RAG
3327,P277,Q4117406,RAG
333,P277,Q341,RAG
0,P277,Q2916479,RAG
1419,P277,Q205020,RAG
334,P277,Q341,RAG
572,P277,Q1330336,RAG
10934,P277,Q341,RAG
878,P277,Q131212,RAG
2843,P277,Q341,RAG
164,P277,Q341,RAG
93620,P277,Q341,RAG
840,P277,Q341,RAG
242,P277,Q506883,RAG
317,P277,Q341,RAG
270,P277,Q341,RAG
402,P277,Q2727468,RAG
253,P277,Q341,RAG
209,P277,NULL,RAG
1126,P277,Q341,RAG
1485,P277,Q2462003,RAG
661,P277,Q341,RAG
36593,P277,Q811701,RAG
3710,P277,Q341,RAG
184,P277,Q341,RAG
17932,P277,Q341,RAG
2830,P277,Q11288,RAG
2765,P277,Q629173,RAG
1081,P277,Q13741,RAG
6900,P277,Q271680,RAG
469,P277,Q1371279,RAG
40670,P277,Q131669,RAG
1102,P277,Q506883,RAG
156,P277,Q341,RAG
127,P277,Q1810858,RAG
904,P277,Q210980,RAG
1431,P277,Q9143,RAG
3127,P277,Q9143,RAG
30890,P277,Q166142,RAG
26647,P1441,Q15773317,RAG
23882,P1441,Q3658341,RAG
383,P1441,Q15773317,RAG
15042,P1441,Q3658341,RAG
37117,P1441,Q15711870,RAG
6845,P1441,Q15773317,RAG
1217,P1441,Q15773317,RAG
15335,P1441,Q3658341,RAG
508,P1441,Q1274180,RAG
6151,P1441,Q74574,RAG
208,P1441,Q15632617,RAG
2268,P1441,Q1307329,RAG
35543,P1441,Q15711870,RAG
27168,P1441,Q15773347,RAG
853,P1441,Q15773317,RAG
73,P1441,Q87576284,RAG
50476,P1441,Q15773317,RAG
43467,P1441,Q15773317,RAG
2186,P1441,Q15773317,RAG
20843,P1441,Q15773317,RAG
6949,P1441,Q15773317,RAG
5534,P1441,Q15773317,RAG
4076,P1441,Q15773317,RAG
6144,P1441,Q1114461,RAG
589,P1441,Q3658341,RAG
1055,P1441,Q15773317,RAG
251,P1441,Q15773317,RAG
5074,P1441,Q15773317,RAG
6977,P1441,Q15632617,RAG
1284,P1441,Q19896979,RAG
1178,P1441,Q3658341,RAG
2033,P1441,Q15773317,RAG
1374,P1441,Q1792372,RAG
2092,P1441,Q3658341,RAG
509,P1441,Q21070568,RAG
11222,P1441,Q15773317,RAG
2144,P1441,Q19838114,RAG
112,P1441,Q3658341,RAG
7353,P1441,Q3658341,RAG
2176,P1441,Q15632617,RAG
5595,P1441,Q15773317,RAG
1144,P1441,Q3658341,RAG
190,P1441,Q3658341,RAG
4376,P1441,Q15773317,RAG
16645,P1441,Q15711870,RAG
7583,P1441,Q214267,RAG
14363,P1441,Q15773317,RAG
2346,P1441,Q15773317,RAG
5758,P1441,Q15773317,RAG
303,P1441,Q95074,RAG
44626,P1441,Q19324463,RAG
2906,P1441,Q15773317,RAG
921,P1441,Q15773317,RAG
8518,P1441,Q15773317,RAG
380,P1441,Q3658341,RAG
10999,P1441,Q15711870,RAG
44521,P1441,Q95074,RAG
44465,P1441,Q15711870,RAG
1730,P1441,Q3375722,RAG
159,P1441,Q1792372,RAG
6307,P1441,Q3658341,RAG
5846,P1441,Q15773317,RAG
32614,P1441,Q22988604,RAG
6475,P1441,Q12308941,RAG
106767,P1441,Q15780329,RAG
11998,P1441,Q15711870,RAG
6115,P1441,Q3375722,RAG
161281,P1441,Q16888407,RAG
2615,P1441,Q4359230,RAG
4193,P1441,Q15773317,RAG
1079,P1441,Q3375722,RAG
1232,P1441,Q20751022,RAG
32262,P1441,Q15711870,RAG
5104,P1441,Q3658341,RAG
61843,P1441,Q111836280,RAG
11600,P1441,Q1307329,RAG
4473,P1441,Q15773317,RAG
2802,P1441,Q3658341,RAG
3843,P1441,Q1145276,RAG
4555,P1441,Q15711870,RAG
650,P1441,Q15773317,RAG
1753,P1441,Q15773317,RAG
4624,P1441,Q15698333,RAG
6539,P1441,Q15773317,RAG
14839,P1441,Q15773347,RAG
3449,P1441,Q15773317,RAG
2825,P1441,Q15773317,RAG
46344,P1441,Q1114461,RAG
16243,P1441,Q20085850,RAG
12542,P1441,Q15773317,RAG
4653,P1441,Q1114461,RAG
247,P1441,Q15773317,RAG
5862,P1441,Q3658341,RAG
3305,P1441,Q15773317,RAG
503,P1441,Q15773317,RAG
72,P1441,Q3658341,RAG
1509,P1441,Q95074,RAG
2456,P1441,Q3658341,RAG
791,P1441,Q3658341,RAG
2579,P1441,Q15720793,RAG
7135,P1441,Q15773317,RAG
2226,P1441,Q99662445,RAG
68760,P1441,Q15780329,RAG
2470,P1441,Q15773317,RAG
852,P1441,Q15773317,RAG
935,P1441,Q24577840,RAG
4164,P1441,Q3658341,RAG
1134,P1441,Q1114461,RAG
0,P1441,Q17199338,RAG
19963,P1441,Q3658341,RAG
543,P1441,Q15773317,RAG
14618,P1441,Q3375722,RAG
1947,P1441,Q15773317,RAG
6919,P1441,Q15773317,RAG
1006,P1441,Q15632617,RAG
1444,P1441,Q15632617,RAG
953,P1441,Q95074,RAG
4678,P1441,Q15773317,RAG
4939,P1441,Q3658341,RAG
747,P1441,Q15773317,RAG
4200,P1441,Q15711870,RAG
386,P1441,Q3658341,RAG
1284,P1441,Q15773317,RAG
2196,P1441,Q15773317,RAG
50559,P1441,Q15711870,RAG
7511,P1441,Q15773317,RAG
18791,P1441,Q3658341,RAG
1770,P1441,Q3658341,RAG
88,P170,Q3305213,RAG
3684,P170,Q3305213,RAG
287,P170,Q3305213,RAG
93,P170,Q3305213,RAG
9278,P170,Q10273457,RAG
656,P170,Q15711870,RAG
375,P170,Q3305213,RAG
331,P170,Q860861,RAG
632,P170,Q3305213,RAG
291,P170,Q860861,RAG
295,P170,Q3305213,RAG
17695,P170,Q15711870,RAG
14907,P170,Q15711870,RAG
284,P170,Q48498,RAG
815,P170,Q15727816,RAG
1312,P170,Q3305213,RAG
852,P170,Q5398426,RAG
342,P170,Q3305213,RAG
137,P170,Q3305213,RAG
747,P170,Q860861,RAG
139,P170,Q3305213,RAG
925,P170,Q3305213,RAG
982,P170,NULL,RAG
25312,P170,Q3375722,RAG
500,P170,Q179700,RAG
207,P170,Q15416,RAG
202,P170,Q3305213,RAG
2270,P170,Q3305213,RAG
355,P170,Q860861,RAG
1709,P170,Q3305213,RAG
315,P170,Q28966302,RAG
210,P170,Q1114461,RAG
452,P170,Q3305213,RAG
2229,P170,Q5398426,RAG
12271,P170,Q5398426,RAG
393,P170,Q5398426,RAG
252,P170,Q3305213,RAG
680,P170,Q15632617,RAG
468,P170,Q3305213,RAG
17931,P170,Q5398426,RAG
386,P170,Q5398426,RAG
70,P170,Q3305213,RAG
197,P170,Q3305213,RAG
830,P170,Q860861,RAG
892,P170,Q3305213,RAG
6043,P170,Q15711870,RAG
24624,P170,Q9135,RAG
440,P170,Q3305213,RAG
8867,P170,Q5398426,RAG
464,P170,Q20437094,RAG
2638,P170,Q860861,RAG
733,P170,Q3305213,RAG
44064,P170,Q5398426,RAG
45032,P170,Q7328910,RAG
4553,P170,Q7725634,RAG
130,P170,Q14406742,RAG
40006,P170,Q5398426,RAG
1429,P170,Q22669850,RAG
1119,P170,Q21745157,RAG
3626,P170,Q5398426,RAG
73,P170,Q3305213,RAG
19414,P170,Q5398426,RAG
131,P170,Q3305213,RAG
1948,P170,Q193424,RAG
1888,P170,Q15836568,RAG
7331,P170,Q3305213,RAG
30146,P170,Q3305213,RAG
516,P170,Q21745157,RAG
12717,P170,Q3658341,RAG
158,P170,Q22669139,RAG
1939,P170,Q3305213,RAG
100,P170,Q3305213,RAG
11222,P170,Q15773317,RAG
790,P170,Q3305213,RAG
1034,P170,Q3305213,RAG
13695,P170,Q5398426,RAG
185,P170,Q3305213,RAG
6245,P170,Q5398426,RAG
57383,P170,Q5398426,RAG
259,P170,Q860861,RAG
364,P170,Q3305213,RAG
1455,P170,Q3305213,RAG
14755,P170,Q196600,RAG
641,P170,Q3658341,RAG
2006,P170,Q1261214,RAG
337,P170,Q5398426,RAG
214,P170,Q3305213,RAG
26915,P170,Q1978634,RAG
370,P170,Q860861,RAG
167,P170,Q19479037,RAG
760,P170,Q5398426,RAG
4563,P170,Q5398426,RAG
7548,P170,Q3658341,RAG
47,P170,Q3305213,RAG
14397,P170,Q1799072,RAG
2507,P170,Q5398426,RAG
9669,P170,Q3305213,RAG
1162,P170,Q860861,RAG
2874,P170,Q14406742,RAG
358,P170,Q3305213,RAG
659,P170,Q5398426,RAG
3026,P170,Q3658341,RAG
3646,P170,Q15727816,RAG
553,P170,Q179700,RAG
372,P170,Q3305213,RAG
119,P170,Q3305213,RAG
269,P170,Q2621812,RAG
1959,P170,Q15727816,RAG
9168,P170,Q3375722,RAG
57146,P170,Q186516,RAG
527,P170,Q3305213,RAG
2630,P170,Q473972,RAG
7729,P170,Q3658341,RAG
1990,P170,Q11060274,RAG
1080,P170,Q3305213,RAG
2298,P170,Q3658341,RAG
505,P170,Q860861,RAG
897,P170,Q5398426,RAG
146,P170,Q5398426,RAG
969,P170,Q15727816,RAG
4011,P170,Q5398426,RAG
77268,P170,Q581714,RAG
339,P170,Q3305213,RAG
893,P170,Q5398426,RAG
383,P170,Q15416,RAG
1754,P170,Q860861,RAG
421,P170,Q3305213,RAG
3057,P170,Q3305213,RAG
7919,P170,Q15711870,RAG
7896,P170,Q5398426,RAG
1839,P170,Q3305213,RAG
44331,P170,Q5174137,RAG
550,P170,Q1261214,RAG
2920,P170,Q5398426,RAG
422,P170,Q1114461,RAG
0,P170,Q5398426,RAG
7521,P170,Q22698,RAG
264,P170,Q3305213,RAG
2574,P170,Q5398426,RAG
30941,P170,Q5398426,RAG
1310,P170,Q5398426,RAG
366,P170,Q3305213,RAG
24414,P170,Q15773347,RAG
187,P170,Q3305213,RAG
548,P170,Q3305213,RAG
9589,P170,Q5398426,RAG
1171,P170,Q3305213,RAG
1677,P170,Q5398426,RAG
1883,P170,Q5398426,RAG
237,P170,Q319141,RAG
2446,P170,Q131436,RAG
423,P170,Q3305213,RAG
317,P170,Q3305213,RAG
66683,P170,Q2065736,RAG
3790,P170,Q15727816,RAG
1133,P170,Q3305213,RAG
209,P170,Q3305213,RAG
31277,P170,Q581714,RAG
386,P170,Q3305213,RAG
16595,P170,Q581714,RAG
685,P170,Q3305213,RAG
6968,P170,Q15711870,RAG
6805,P170,Q5398426,RAG
1053,P170,Q3305213,RAG
518,P170,Q20437094,RAG
5991,P170,Q581714,RAG
2190,P170,Q15416,RAG
19459,P170,Q1278452,RAG
734,P170,Q5398426,RAG
3316,P170,Q202866,RAG
568,P170,Q3305213,RAG
268,P170,Q860861,RAG
1692,P170,Q860861,RAG
1048,P170,Q1261214,RAG
9316,P170,Q5398426,RAG
655,P170,Q5398426,RAG
1160,P170,Q93184,RAG
30831,P170,Q15711870,RAG
479,P170,Q860861,RAG
4186,P170,Q3658341,RAG
139,P170,Q11060274,RAG
121,P170,Q3305213,RAG
6160,P170,Q5398426,RAG
293,P170,Q35127,RAG
94,P170,Q3305213,RAG
11982,P170,Q15711870,RAG
183,P170,Q5398426,RAG
1474,P170,Q5398426,RAG
2863,P170,Q5398426,RAG
348,P170,Q3305213,RAG
16451,P170,Q24856,RAG
3170,P170,Q3305213,RAG
1065,P170,Q7889,RAG
650,P170,Q3305213,RAG
33124,P170,Q3658341,RAG
45153,P170,Q15727816,RAG
163,P170,Q5398426,RAG
36487,P170,Q5398426,RAG
523,P170,Q15727816,RAG
3547,P170,Q14406742,RAG
398,P170,Q3658341,RAG
138,P170,Q179700,RAG
739,P170,Q860861,RAG
6135,P170,Q5398426,RAG
9272,P170,Q11483816,RAG
607,P170,Q3305213,RAG
48,P170,Q7725634,RAG
270,P170,Q31022,RAG
160,P170,Q3305213,RAG
183,P170,Q3305213,RAG
8163,P170,Q5398426,RAG
30936,P170,Q21198342,RAG
284,P170,Q3305213,RAG
1637,P170,Q3305213,RAG
46344,P170,Q1114461,RAG
4325,P170,Q5398426,RAG
141355,P170,Q5398426,RAG
172,P170,Q3305213,RAG
367,P170,Q3305213,RAG
8530,P170,Q581714,RAG
1190,P170,Q3305213,RAG
114,P170,Q860861,RAG
162,P170,Q3305213,RAG
2307,P170,Q3305213,RAG
68,P170,Q3305213,RAG
811,P170,Q14514600,RAG
235,P170,Q3305213,RAG
3539,P170,Q14406742,RAG
5357,P170,Q3658341,RAG
1420,P170,Q15773317,RAG
128,P170,Q5398426,RAG
3677,P170,Q15416,RAG
0,P170,Q5398426,RAG
7039,P170,Q1114461,RAG
960,P170,Q3305213,RAG
62,P170,Q860861,RAG
14608,P170,Q3658341,RAG
193,P170,Q860861,RAG
888,P170,Q483242,RAG
260,P170,Q860861,RAG
10862,P170,Q15632617,RAG
1460,P170,Q56884562,RAG
379,P170,Q483453,RAG
802,P170,Q860861,RAG
735,P170,Q1259759,RAG
996,P170,Q11082837,RAG
703,P170,Q21191270,RAG
2512,P170,Q5398426,RAG
3928,P170,Q3305213,RAG
130,P170,Q860861,RAG
425,P170,Q20437094,RAG
3461,P170,Q860861,RAG
368,P170,Q3305213,RAG
2343,P170,Q16905563,RAG
6995,P170,Q3305213,RAG
1111,P170,Q3305213,RAG
414,P170,Q3305213,RAG
127,P115,Q1539532,RAG
119,P115,Q476028,RAG
359,P115,Q1539532,RAG
275,P115,Q26894053,RAG
2969,P115,Q54190181,RAG
11392,P115,Q6979593,RAG
37566,P115,Q4498974,RAG
199,P115,Q13393265,RAG
439,P115,Q476028,RAG
255,P115,Q476028,RAG
2001,P115,Q94579592,RAG
133,P115,Q1539532,RAG
525,P115,Q26887310,RAG
13006,P115,Q6979593,RAG
43,P115,Q1539532,RAG
1564,P115,Q26895936,RAG
64,P115,Q53532033,RAG
638,P115,Q18558301,RAG
10538,P115,Q476028,RAG
1092,P115,Q17376093,RAG
7883,P115,Q13027888,RAG
6772,P115,Q476028,RAG
33645,P115,Q18558301,RAG
4536,P115,Q2367225,RAG
1155,P115,Q26895936,RAG
1423,P115,Q13027888,RAG
516,P115,Q26895936,RAG
164,P115,Q26895936,RAG
